PassengerId,Survived,Pclass,SibSp,Parch,Ticket,Fare,Embarked,AgeCleaned,CabinCleaned,genderCleaned,Last_Name,Title,First_Name
275,1,3,0,0,370375,7.75,Q,29.7,Not Specified,Female,Healy,Miss.," Hanora ""Nora"""
276,1,1,1,0,13502,77.95829773,S,63,D7,Female,Andrews,Miss., Kornelia Theodosia
277,0,3,0,0,347073,7.75,S,45,Not Specified,Female,Lindblom,Miss., Augusta Charlotta
278,0,2,0,0,239853,0,S,29.7,Not Specified,Male,Parkes,Mr.," Francis ""Frank"""
279,0,3,4,1,382652,29.125,Q,7,Not Specified,Male,Rice,Master., Eric
280,1,3,1,1,C.A. 2673,20.25,S,35,Not Specified,Female,Abbott,Mrs., Stanton (Rosa Hunt)
281,0,3,0,0,336439,7.75,Q,65,Not Specified,Male,Duane,Mr., Frank
282,0,3,0,0,347464,7.854199886,S,28,Not Specified,Male,Olsson,Mr., Nils Johan Goransson
283,0,3,0,0,345778,9.5,S,16,Not Specified,Male,de Pelsmaeker,Mr., Alfons
284,1,3,0,0,A/5. 10482,8.050000191,S,19,Not Specified,Male,Dorking,Mr., Edward Arthur
285,0,1,0,0,113056,26,S,29.7,A19,Male,Smith,Mr., Richard William
286,0,3,0,0,349239,8.662500381,C,33,Not Specified,Male,Stankovic,Mr., Ivan
287,1,3,0,0,345774,9.5,S,30,Not Specified,Male,de Mulder,Mr., Theodore
288,0,3,0,0,349206,7.895800114,S,22,Not Specified,Male,Naidenoff,Mr., Penko
289,1,2,0,0,237798,13,S,42,Not Specified,Male,Hosono,Mr., Masabumi
290,1,3,0,0,370373,7.75,Q,22,Not Specified,Female,Connolly,Miss., Kate
291,1,1,0,0,19877,78.84999847,S,26,Not Specified,Female,Barber,Miss.," Ellen ""Nellie"""
292,1,1,1,0,11967,91.07920074,C,19,B49,Female,Bishop,Mrs., Dickinson H (Helen Walton)
293,0,2,0,0,SC/Paris 2163,12.875,C,36,D,Male,Levy,Mr., Rene Jacques
294,0,3,0,0,349236,8.850000381,S,24,Not Specified,Female,Haas,Miss., Aloisia
295,0,3,0,0,349233,7.895800114,S,24,Not Specified,Male,Mineff,Mr., Ivan
296,0,1,0,0,PC 17612,27.7208004,C,29.7,Not Specified,Male,Lewy,Mr., Ervin G
297,0,3,0,0,2693,7.229199886,C,23.5,Not Specified,Male,Hanna,Mr., Mansour
298,0,1,1,2,113781,151.5500031,S,2,C22 C26,Female,Allison,Miss., Helen Loraine
299,1,1,0,0,19988,30.5,S,29.7,C106,Male,Saalfeld,Mr., Adolphe
300,1,1,0,1,PC 17558,247.5207977,C,50,B58 B60,Female,Baxter,Mrs., James (Helene DeLaudeniere Chaput)
301,1,3,0,0,9234,7.75,Q,29.7,Not Specified,Female,Kelly,Miss.," Anna Katherine ""Annie Kate"""
302,1,3,2,0,367226,23.25,Q,29.7,Not Specified,Male,McCoy,Mr., Bernard
303,0,3,0,0,LINE,0,S,19,Not Specified,Male,Johnson,Mr., William Cahoone Jr
304,1,2,0,0,226593,12.35000038,Q,29.7,E101,Female,Keane,Miss., Nora A
305,0,3,0,0,A/5 2466,8.050000191,S,29.7,Not Specified,Male,Williams,Mr.," Howard Hugh ""Harry"""
306,1,1,1,2,113781,151.5500031,S,0.920000017,C22 C26,Male,Allison,Master., Hudson Trevor
307,1,1,0,0,17421,110.8833008,C,29.7,Not Specified,Female,Fleming,Miss., Margaret
308,1,1,1,0,PC 17758,108.9000015,C,17,C65,Female,Penasco y Castellana,Mrs., Victor de Satode (Maria Josefa Perez de Soto y Vallejo)
309,0,2,1,0,P/PP 3381,24,C,30,Not Specified,Male,Abelson,Mr., Samuel
310,1,1,0,0,PC 17485,56.92919922,C,30,E36,Female,Francatelli,Miss., Laura Mabel
311,1,1,0,0,11767,83.15830231,C,24,C54,Female,Hays,Miss., Margaret Bechstein
312,1,1,2,2,PC 17608,262.375,C,18,B57 B59 B63 B66,Female,Ryerson,Miss., Emily Borie
313,0,2,1,1,250651,26,S,26,Not Specified,Female,Lahtinen,Mrs., William (Anna Sylfven)
314,0,3,0,0,349243,7.895800114,S,28,Not Specified,Male,Hendekovic,Mr., Ignjac
315,0,2,1,1,F.C.C. 13529,26.25,S,43,Not Specified,Male,Hart,Mr., Benjamin
316,1,3,0,0,347470,7.854199886,S,26,Not Specified,Female,Nilsson,Miss., Helmina Josefina
317,1,2,1,0,244367,26,S,24,Not Specified,Female,Kantor,Mrs., Sinai (Miriam Sternin)
318,0,2,0,0,29011,14,S,54,Not Specified,Male,Moraweck,Dr., Ernest
319,1,1,0,2,36928,164.8666992,S,31,C7,Female,Wick,Miss., Mary Natalie
320,1,1,1,1,16966,134.5,C,40,E34,Female,Spedden,Mrs., Frederic Oakley (Margaretta Corning Stone)
321,0,3,0,0,A/5 21172,7.25,S,22,Not Specified,Male,Dennis,Mr., Samuel
322,0,3,0,0,349219,7.895800114,S,27,Not Specified,Male,Danoff,Mr., Yoto
323,1,2,0,0,234818,12.35000038,Q,30,Not Specified,Female,Slayter,Miss., Hilda Mary
324,1,2,1,1,248738,29,S,22,Not Specified,Female,Caldwell,Mrs., Albert Francis (Sylvia Mae Harbaugh)
325,0,3,8,2,CA. 2343,69.55000305,S,29.7,Not Specified,Male,Sage,Mr., George John Jr
326,1,1,0,0,PC 17760,135.6333008,C,36,C32,Female,Young,Miss., Marie Grice
327,0,3,0,0,345364,6.237500191,S,61,Not Specified,Male,Nysveen,Mr., Johan Hansen
328,1,2,0,0,28551,13,S,36,D,Female,Ball,Mrs., (Ada E Hall)
329,1,3,1,1,363291,20.52499962,S,31,Not Specified,Female,Goldsmith,Mrs., Frank John (Emily Alice Brown)
330,1,1,0,1,111361,57.97919846,C,16,B18,Female,Hippach,Miss., Jean Gertrude
331,1,3,2,0,367226,23.25,Q,29.7,Not Specified,Female,McCoy,Miss., Agnes
332,0,1,0,0,113043,28.5,S,45.5,C124,Male,Partner,Mr., Austen
333,0,1,0,1,PC 17582,153.4624939,S,38,C91,Male,Graham,Mr., George Edward
334,0,3,2,0,345764,18,S,16,Not Specified,Male,Vander Planke,Mr., Leo Edmondus
335,1,1,1,0,PC 17611,133.6499939,S,29.7,Not Specified,Female,Frauenthal,Mrs., Henry William (Clara Heinsheimer)
336,0,3,0,0,349225,7.895800114,S,29.7,Not Specified,Male,Denkoff,Mr., Mitto
337,0,1,1,0,113776,66.59999847,S,29,C2,Male,Pears,Mr., Thomas Clinton
338,1,1,0,0,16966,134.5,C,41,E40,Female,Burns,Miss., Elizabeth Margaret
339,1,3,0,0,7598,8.050000191,S,45,Not Specified,Male,Dahl,Mr., Karl Edwart
340,0,1,0,0,113784,35.5,S,45,T,Male,Blackwell,Mr., Stephen Weart
341,1,2,1,1,230080,26,S,2,F2,Male,Navratil,Master., Edmond Roger
342,1,1,3,2,19950,263,S,24,C23 C25 C27,Female,Fortune,Miss., Alice Elizabeth
343,0,2,0,0,248740,13,S,28,Not Specified,Male,Collander,Mr., Erik Gustaf
344,0,2,0,0,244361,13,S,25,Not Specified,Male,Sedgwick,Mr., Charles Frederick Waddington
345,0,2,0,0,229236,13,S,36,Not Specified,Male,Fox,Mr., Stanley Hubert
346,1,2,0,0,248733,13,S,24,F33,Female,Brown,Miss.," Amelia ""Mildred"""
347,1,2,0,0,31418,13,S,40,Not Specified,Female,Smith,Miss., Marion Elsie
348,1,3,1,0,386525,16.10000038,S,29.7,Not Specified,Female,Davison,Mrs., Thomas Henry (Mary E Finck)
349,1,3,1,1,C.A. 37671,15.89999962,S,3,Not Specified,Male,Coutts,Master.," William Loch ""William"""
350,0,3,0,0,315088,8.662500381,S,42,Not Specified,Male,Dimic,Mr., Jovan
351,0,3,0,0,7267,9.225000381,S,23,Not Specified,Male,Odahl,Mr., Nils Martin
352,0,1,0,0,113510,35,S,29.7,C128,Male,Williams-Lambert,Mr., Fletcher Fellows
353,0,3,1,1,2695,7.229199886,C,15,Not Specified,Male,Elias,Mr., Tannous
354,0,3,1,0,349237,17.79999924,S,25,Not Specified,Male,Arnold-Franchi,Mr., Josef
355,0,3,0,0,2647,7.224999905,C,29.7,Not Specified,Male,Yousif,Mr., Wazli
356,0,3,0,0,345783,9.5,S,28,Not Specified,Male,Vanden Steen,Mr., Leo Peter
357,1,1,0,1,113505,55,S,22,E33,Female,Bowerman,Miss., Elsie Edith
358,0,2,0,0,237671,13,S,38,Not Specified,Female,Funk,Miss., Annie Clemmer
359,1,3,0,0,330931,7.879199982,Q,29.7,Not Specified,Female,McGovern,Miss., Mary
360,1,3,0,0,330980,7.879199982,Q,29.7,Not Specified,Female,Mockler,Miss.," Helen Mary ""Ellie"""
361,0,3,1,4,347088,27.89999962,S,40,Not Specified,Male,Skoog,Mr., Wilhelm
362,0,2,1,0,SC/PARIS 2167,27.7208004,C,29,Not Specified,Male,del Carlo,Mr., Sebastiano
363,0,3,0,1,2691,14.45419979,C,45,Not Specified,Female,Barbara,Mrs., (Catherine David)
364,0,3,0,0,SOTON/O.Q. 3101310,7.050000191,S,35,Not Specified,Male,Asim,Mr., Adola
365,0,3,1,0,370365,15.5,Q,29.7,Not Specified,Male,O'Brien,Mr., Thomas
366,0,3,0,0,C 7076,7.25,S,30,Not Specified,Male,Adahl,Mr., Mauritz Nils Martin
367,1,1,1,0,110813,75.25,C,60,D37,Female,Warren,Mrs., Frank Manley (Anna Sophia Atkinson)
368,1,3,0,0,2626,7.229199886,C,29.7,Not Specified,Female,Moussa,Mrs., (Mantoura Boulos)
369,1,3,0,0,14313,7.75,Q,29.7,Not Specified,Female,Jermyn,Miss., Annie
370,1,1,0,0,PC 17477,69.30000305,C,24,B35,Female,Aubart,Mme., Leontine Pauline
371,1,1,1,0,11765,55.44169998,C,25,E50,Male,Harder,Mr., George Achilles
372,0,3,1,0,3101267,6.495800018,S,18,Not Specified,Male,Wiklund,Mr., Jakob Alfred
373,0,3,0,0,323951,8.050000191,S,19,Not Specified,Male,Beavan,Mr., William Thomas
374,0,1,0,0,PC 17760,135.6333008,C,22,Not Specified,Male,Ringhini,Mr., Sante
375,0,3,3,1,349909,21.07500076,S,3,Not Specified,Female,Palsson,Miss., Stina Viola
376,1,1,1,0,PC 17604,82.17079926,C,29.7,Not Specified,Female,Meyer,Mrs., Edgar Joseph (Leila Saks)
377,1,3,0,0,C 7077,7.25,S,22,Not Specified,Female,Landergren,Miss., Aurora Adelia
378,0,1,0,2,113503,211.5,C,27,C82,Male,Widener,Mr., Harry Elkins
379,0,3,0,0,2648,4.012499809,C,20,Not Specified,Male,Betros,Mr., Tannous
380,0,3,0,0,347069,7.775000095,S,19,Not Specified,Male,Gustafsson,Mr., Karl Gideon
381,1,1,0,0,PC 17757,227.5249939,C,42,Not Specified,Female,Bidois,Miss., Rosalie
382,1,3,0,2,2653,15.74170017,C,1,Not Specified,Female,Nakid,Miss.," Maria (""Mary"")"
383,0,3,0,0,STON/O 2. 3101293,7.925000191,S,32,Not Specified,Male,Tikkanen,Mr., Juho
384,1,1,1,0,113789,52,S,35,Not Specified,Female,Holverson,Mrs., Alexander Oskar (Mary Aline Towner)
385,0,3,0,0,349227,7.895800114,S,29.7,Not Specified,Male,Plotcharsky,Mr., Vasil
386,0,2,0,0,S.O.C. 14879,73.5,S,18,Not Specified,Male,Davies,Mr., Charles Henry
387,0,3,5,2,CA 2144,46.90000153,S,1,Not Specified,Male,Goodwin,Master., Sidney Leonard
388,1,2,0,0,27849,13,S,36,Not Specified,Female,Buss,Miss., Kate
389,0,3,0,0,367655,7.729199886,Q,29.7,Not Specified,Male,Sadlier,Mr., Matthew
390,1,2,0,0,SC 1748,12,C,17,Not Specified,Female,Lehmann,Miss., Bertha
391,1,1,1,2,113760,120,S,36,B96 B98,Male,Carter,Mr., William Ernest
392,1,3,0,0,350034,7.795800209,S,21,Not Specified,Male,Jansson,Mr., Carl Olof
393,0,3,2,0,3101277,7.925000191,S,28,Not Specified,Male,Gustafsson,Mr., Johan Birger
394,1,1,1,0,35273,113.2750015,C,23,D36,Female,Newell,Miss., Marjorie
395,1,3,0,2,PP 9549,16.70000076,S,24,G6,Female,Sandstrom,Mrs., Hjalmar (Agnes Charlotta Bengtsson)
396,0,3,0,0,350052,7.795800209,S,22,Not Specified,Male,Johansson,Mr., Erik
397,0,3,0,0,350407,7.854199886,S,31,Not Specified,Female,Olsson,Miss., Elina
398,0,2,0,0,28403,26,S,46,Not Specified,Male,McKane,Mr., Peter David
399,0,2,0,0,244278,10.5,S,23,Not Specified,Male,Pain,Dr., Alfred
400,1,2,0,0,240929,12.64999962,S,28,Not Specified,Female,Trout,Mrs., William H (Jessie L)
401,1,3,0,0,STON/O 2. 3101289,7.925000191,S,39,Not Specified,Male,Niskanen,Mr., Juha
402,0,3,0,0,341826,8.050000191,S,26,Not Specified,Male,Adams,Mr., John
403,0,3,1,0,4137,9.824999809,S,21,Not Specified,Female,Jussila,Miss., Mari Aina
404,0,3,1,0,STON/O2. 3101279,15.85000038,S,28,Not Specified,Male,Hakkarainen,Mr., Pekka Pietari
405,0,3,0,0,315096,8.662500381,S,20,Not Specified,Female,Oreskovic,Miss., Marija
406,0,2,1,0,28664,21,S,34,Not Specified,Male,Gale,Mr., Shadrach
407,0,3,0,0,347064,7.75,S,51,Not Specified,Male,Widegren,Mr., Carl/Charles Peter
408,1,2,1,1,29106,18.75,S,3,Not Specified,Male,Richards,Master., William Rowe
409,0,3,0,0,312992,7.775000095,S,21,Not Specified,Male,Birkeland,Mr., Hans Martin Monsen
410,0,3,3,1,4133,25.4666996,S,29.7,Not Specified,Female,Lefebre,Miss., Ida
411,0,3,0,0,349222,7.895800114,S,29.7,Not Specified,Male,Sdycoff,Mr., Todor
412,0,3,0,0,394140,6.858300209,Q,29.7,Not Specified,Male,Hart,Mr., Henry
413,1,1,1,0,19928,90,Q,33,C78,Female,Minahan,Miss., Daisy E
414,0,2,0,0,239853,0,S,29.7,Not Specified,Male,Cunningham,Mr., Alfred Fleming
415,1,3,0,0,STON/O 2. 3101269,7.925000191,S,44,Not Specified,Male,Sundman,Mr., Johan Julian
416,0,3,0,0,343095,8.050000191,S,29.7,Not Specified,Female,Meek,Mrs., Thomas (Annie Louise Rowley)
417,1,2,1,1,28220,32.5,S,34,Not Specified,Female,Drew,Mrs., James Vivian (Lulu Thorne Christian)
418,1,2,0,2,250652,13,S,18,Not Specified,Female,Silven,Miss., Lyyli Karoliina
419,0,2,0,0,28228,13,S,30,Not Specified,Male,Matthews,Mr., William John
420,0,3,0,2,345773,24.14999962,S,10,Not Specified,Female,Van Impe,Miss., Catharina
421,0,3,0,0,349254,7.895800114,C,29.7,Not Specified,Male,Gheorgheff,Mr., Stanio
422,0,3,0,0,A/5. 13032,7.733300209,Q,21,Not Specified,Male,Charters,Mr., David
423,0,3,0,0,315082,7.875,S,29,Not Specified,Male,Zimmerman,Mr., Leo
424,0,3,1,1,347080,14.39999962,S,28,Not Specified,Female,Danbom,Mrs., Ernst Gilbert (Anna Sigrid Maria Brogren)
425,0,3,1,1,370129,20.21249962,S,18,Not Specified,Male,Rosblom,Mr., Viktor Richard
426,0,3,0,0,A/4. 34244,7.25,S,29.7,Not Specified,Male,Wiseman,Mr., Phillippe
427,1,2,1,0,2003,26,S,28,Not Specified,Female,Clarke,Mrs., Charles V (Ada Maria Winfield)
428,1,2,0,0,250655,26,S,19,Not Specified,Female,Phillips,Miss.," Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
429,0,3,0,0,364851,7.75,Q,29.7,Not Specified,Male,Flynn,Mr., James
430,1,3,0,0,SOTON/O.Q. 392078,8.050000191,S,32,E10,Male,Pickard,Mr., Berk (Berk Trembisky)
431,1,1,0,0,110564,26.54999924,S,28,C52,Male,Bjornstrom-Steffansson,Mr., Mauritz Hakan
432,1,3,1,0,376564,16.10000038,S,29.7,Not Specified,Female,Thorneycroft,Mrs., Percival (Florence Kate White)
433,1,2,1,0,SC/AH 3085,26,S,42,Not Specified,Female,Louch,Mrs., Charles Alexander (Alice Adelaide Slow)
434,0,3,0,0,STON/O 2. 3101274,7.125,S,17,Not Specified,Male,Kallio,Mr., Nikolai Erland
435,0,1,1,0,13507,55.90000153,S,50,E44,Male,Silvey,Mr., William Baird
436,1,1,1,2,113760,120,S,14,B96 B98,Female,Carter,Miss., Lucile Polk
437,0,3,2,2,W./C. 6608,34.375,S,21,Not Specified,Female,Ford,Miss.," Doolina Margaret ""Daisy"""
438,1,2,2,3,29106,18.75,S,24,Not Specified,Female,Richards,Mrs., Sidney (Emily Hocking)
439,0,1,1,4,19950,263,S,64,C23 C25 C27,Male,Fortune,Mr., Mark
440,0,2,0,0,C.A. 18723,10.5,S,31,Not Specified,Male,Kvillner,Mr., Johan Henrik Johannesson
441,1,2,1,1,F.C.C. 13529,26.25,S,45,Not Specified,Female,Hart,Mrs., Benjamin (Esther Ada Bloomfield)
442,0,3,0,0,345769,9.5,S,20,Not Specified,Male,Hampe,Mr., Leon
443,0,3,1,0,347076,7.775000095,S,25,Not Specified,Male,Petterson,Mr., Johan Emil
444,1,2,0,0,230434,13,S,28,Not Specified,Female,Reynaldo,, Encarnacion
445,1,3,0,0,65306,8.112500191,S,29.7,Not Specified,Male,Johannesen-Bratthammer,Mr., Bernt
446,1,1,0,2,33638,81.85829926,S,4,A34,Male,Dodge,Master., Washington
447,1,2,0,1,250644,19.5,S,13,Not Specified,Female,Mellinger,Miss., Madeleine Violet
448,1,1,0,0,113794,26.54999924,S,34,Not Specified,Male,Seward,Mr., Frederic Kimber
449,1,3,2,1,2666,19.25830078,C,5,Not Specified,Female,Baclini,Miss., Marie Catherine
450,1,1,0,0,113786,30.5,S,52,C104,Male,Peuchen,Major, Arthur Godfrey
451,0,2,1,2,C.A. 34651,27.75,S,36,Not Specified,Male,West,Mr., Edwy Arthur
452,0,3,1,0,65303,19.9666996,S,29.7,Not Specified,Male,Hagland,Mr., Ingvald Olai Olsen
453,0,1,0,0,113051,27.75,C,30,C111,Male,Foreman,Mr., Benjamin Laventall
454,1,1,1,0,17453,89.10420227,C,49,C92,Male,Goldenberg,Mr., Samuel L
455,0,3,0,0,A/5 2817,8.050000191,S,29.7,Not Specified,Male,Peduzzi,Mr., Joseph
456,1,3,0,0,349240,7.895800114,C,29,Not Specified,Male,Jalsevac,Mr., Ivan
457,0,1,0,0,13509,26.54999924,S,65,E38,Male,Millet,Mr., Francis Davis
458,1,1,1,0,17464,51.86249924,S,29.7,D21,Female,Kenyon,Mrs., Frederick R (Marion)
459,1,2,0,0,F.C.C. 13531,10.5,S,50,Not Specified,Female,Toomey,Miss., Ellen
460,0,3,0,0,371060,7.75,Q,29.7,Not Specified,Male,O'Connor,Mr., Maurice
461,1,1,0,0,19952,26.54999924,S,48,E12,Male,Anderson,Mr., Harry
462,0,3,0,0,364506,8.050000191,S,34,Not Specified,Male,Morley,Mr., William
463,0,1,0,0,111320,38.5,S,47,E63,Male,Gee,Mr., Arthur H
464,0,2,0,0,234360,13,S,48,Not Specified,Male,Milling,Mr., Jacob Christian
465,0,3,0,0,A/S 2816,8.050000191,S,29.7,Not Specified,Male,Maisner,Mr., Simon
466,0,3,0,0,SOTON/O.Q. 3101306,7.050000191,S,38,Not Specified,Male,Goncalves,Mr., Manuel Estanslas
467,0,2,0,0,239853,0,S,29.7,Not Specified,Male,Campbell,Mr., William
468,0,1,0,0,113792,26.54999924,S,56,Not Specified,Male,Smart,Mr., John Montgomery
469,0,3,0,0,36209,7.724999905,Q,29.7,Not Specified,Male,Scanlan,Mr., James
470,1,3,2,1,2666,19.25830078,C,0.75,Not Specified,Female,Baclini,Miss., Helene Barbara
471,0,3,0,0,323592,7.25,S,29.7,Not Specified,Male,Keefe,Mr., Arthur
472,0,3,0,0,315089,8.662500381,S,38,Not Specified,Male,Cacic,Mr., Luka
473,1,2,1,2,C.A. 34651,27.75,S,33,Not Specified,Female,West,Mrs., Edwy Arthur (Ada Mary Worth)
474,1,2,0,0,SC/AH Basle 541,13.79170036,C,23,D,Female,Jerwan,Mrs., Amin S (Marie Marthe Thuillard)
475,0,3,0,0,7553,9.837499619,S,22,Not Specified,Female,Strandberg,Miss., Ida Sofia
476,0,1,0,0,110465,52,S,29.7,A14,Male,Clifford,Mr., George Quincy
477,0,2,1,0,31027,21,S,34,Not Specified,Male,Renouf,Mr., Peter Henry
478,0,3,1,0,3460,7.045800209,S,29,Not Specified,Male,Braund,Mr., Lewis Richard
479,0,3,0,0,350060,7.520800114,S,22,Not Specified,Male,Karlsson,Mr., Nils August
480,1,3,0,1,3101298,12.28750038,S,2,Not Specified,Female,Hirvonen,Miss., Hildur E
481,0,3,5,2,CA 2144,46.90000153,S,9,Not Specified,Male,Goodwin,Master., Harold Victor
482,0,2,0,0,239854,0,S,29.7,Not Specified,Male,Frost,Mr.," Anthony Wood ""Archie"""
483,0,3,0,0,A/5 3594,8.050000191,S,50,Not Specified,Male,Rouse,Mr., Richard Henry
484,1,3,0,0,4134,9.587499619,S,63,Not Specified,Female,Turkula,Mrs., (Hedwig)
485,1,1,1,0,11967,91.07920074,C,25,B49,Male,Bishop,Mr., Dickinson H
486,0,3,3,1,4133,25.4666996,S,29.7,Not Specified,Female,Lefebre,Miss., Jeannie
487,1,1,1,0,19943,90,S,35,C93,Female,Hoyt,Mrs., Frederick Maxfield (Jane Anne Forby)
488,0,1,0,0,11771,29.70000076,C,58,B37,Male,Kent,Mr., Edward Austin
489,0,3,0,0,A.5. 18509,8.050000191,S,30,Not Specified,Male,Somerton,Mr., Francis William
490,1,3,1,1,C.A. 37671,15.89999962,S,9,Not Specified,Male,Coutts,Master.," Eden Leslie ""Neville"""
491,0,3,1,0,65304,19.9666996,S,29.7,Not Specified,Male,Hagland,Mr., Konrad Mathias Reiersen
492,0,3,0,0,SOTON/OQ 3101317,7.25,S,21,Not Specified,Male,Windelov,Mr., Einar
493,0,1,0,0,113787,30.5,S,55,C30,Male,Molson,Mr., Harry Markland
494,0,1,0,0,PC 17609,49.50419998,C,71,Not Specified,Male,Artagaveytia,Mr., Ramon
495,0,3,0,0,A/4 45380,8.050000191,S,21,Not Specified,Male,Stanley,Mr., Edward Roland
496,0,3,0,0,2627,14.45829964,C,29.7,Not Specified,Male,Yousseff,Mr., Gerious
497,1,1,1,0,36947,78.26670074,C,54,D20,Female,Eustis,Miss., Elizabeth Mussey
498,0,3,0,0,C.A. 6212,15.10000038,S,29.7,Not Specified,Male,Shellard,Mr., Frederick William
499,0,1,1,2,113781,151.5500031,S,25,C22 C26,Female,Allison,Mrs., Hudson J C (Bessie Waldo Daniels)
500,0,3,0,0,350035,7.795800209,S,24,Not Specified,Male,Svensson,Mr., Olof
501,0,3,0,0,315086,8.662500381,S,17,Not Specified,Male,Calic,Mr., Petar
502,0,3,0,0,364846,7.75,Q,21,Not Specified,Female,Canavan,Miss., Mary
503,0,3,0,0,330909,7.629199982,Q,29.7,Not Specified,Female,O'Sullivan,Miss., Bridget Mary
504,0,3,0,0,4135,9.587499619,S,37,Not Specified,Female,Laitinen,Miss., Kristina Sofia
505,1,1,0,0,110152,86.5,S,16,B79,Female,Maioni,Miss., Roberta
506,0,1,1,0,PC 17758,108.9000015,C,18,C65,Male,Penasco y Castellana,Mr., Victor de Satode
507,1,2,0,2,26360,26,S,33,Not Specified,Female,Quick,Mrs., Frederick Charles (Jane Richards)
508,1,1,0,0,111427,26.54999924,S,29.7,Not Specified,Male,Bradley,Mr.," George (""George Arthur Brayton"")"
509,0,3,0,0,C 4001,22.52499962,S,28,Not Specified,Male,Olsen,Mr., Henry Margido
510,1,3,0,0,1601,56.49580002,S,26,Not Specified,Male,Lang,Mr., Fang
511,1,3,0,0,382651,7.75,Q,29,Not Specified,Male,Daly,Mr., Eugene Patrick
512,0,3,0,0,SOTON/OQ 3101316,8.050000191,S,29.7,Not Specified,Male,Webber,Mr., James
513,1,1,0,0,PC 17473,26.28750038,S,36,E25,Male,McGough,Mr., James Robert
514,1,1,1,0,PC 17603,59.40000153,C,54,Not Specified,Female,Rothschild,Mrs., Martin (Elizabeth L. Barrett)
515,0,3,0,0,349209,7.495800018,S,24,Not Specified,Male,Coleff,Mr., Satio
516,0,1,0,0,36967,34.02080154,S,47,D46,Male,Walker,Mr., William Anderson
517,1,2,0,0,C.A. 34260,10.5,S,34,F33,Female,Lemore,Mrs., (Amelia Milley)
518,0,3,0,0,371110,24.14999962,Q,29.7,Not Specified,Male,Ryan,Mr., Patrick
519,1,2,1,0,226875,26,S,36,Not Specified,Female,Angle,Mrs.," William A (Florence ""Mary"" Agnes Hughes)"
520,0,3,0,0,349242,7.895800114,S,32,Not Specified,Male,Pavlovic,Mr., Stefo
521,1,1,0,0,12749,93.5,S,30,B73,Female,Perreault,Miss., Anne
522,0,3,0,0,349252,7.895800114,S,22,Not Specified,Male,Vovk,Mr., Janko
523,0,3,0,0,2624,7.224999905,C,29.7,Not Specified,Male,Lahoud,Mr., Sarkis
524,1,1,0,1,111361,57.97919846,C,44,B18,Female,Hippach,Mrs., Louis Albert (Ida Sophia Fischer)
525,0,3,0,0,2700,7.229199886,C,29.7,Not Specified,Male,Kassem,Mr., Fared
526,0,3,0,0,367232,7.75,Q,40.5,Not Specified,Male,Farrell,Mr., James
527,1,2,0,0,W./C. 14258,10.5,S,50,Not Specified,Female,Ridsdale,Miss., Lucy
528,0,1,0,0,PC 17483,221.7792053,S,29.7,C95,Male,Farthing,Mr., John
529,0,3,0,0,3101296,7.925000191,S,39,Not Specified,Male,Salonen,Mr., Johan Werner
530,0,2,2,1,29104,11.5,S,23,Not Specified,Male,Hocking,Mr., Richard George
531,1,2,1,1,26360,26,S,2,Not Specified,Female,Quick,Miss., Phyllis May
532,0,3,0,0,2641,7.229199886,C,29.7,Not Specified,Male,Toufik,Mr., Nakli
533,0,3,1,1,2690,7.229199886,C,17,Not Specified,Male,Elias,Mr., Joseph Jr
534,1,3,0,2,2668,22.35829926,C,29.7,Not Specified,Female,Peter,Mrs., Catherine (Catherine Rizk)
535,0,3,0,0,315084,8.662500381,S,30,Not Specified,Female,Cacic,Miss., Marija
536,1,2,0,2,F.C.C. 13529,26.25,S,7,Not Specified,Female,Hart,Miss., Eva Miriam
537,0,1,0,0,113050,26.54999924,S,45,B38,Male,Butt,Major, Archibald Willingham
538,1,1,0,0,PC 17761,106.4250031,C,30,Not Specified,Female,LeRoy,Miss., Bertha
539,0,3,0,0,364498,14.5,S,29.7,Not Specified,Male,Risien,Mr., Samuel Beard
540,1,1,0,2,13568,49.5,C,22,B39,Female,Frolicher,Miss., Hedwig Margaritha
541,1,1,0,2,WE/P 5735,71,S,36,B22,Female,Crosby,Miss., Harriet R
542,0,3,4,2,347082,31.27499962,S,9,Not Specified,Female,Andersson,Miss., Ingeborg Constanzia
543,0,3,4,2,347082,31.27499962,S,11,Not Specified,Female,Andersson,Miss., Sigrid Elisabeth
544,1,2,1,0,2908,26,S,32,Not Specified,Male,Beane,Mr., Edward
545,0,1,1,0,PC 17761,106.4250031,C,50,C86,Male,Douglas,Mr., Walter Donald
546,0,1,0,0,693,26,S,64,Not Specified,Male,Nicholson,Mr., Arthur Ernest
547,1,2,1,0,2908,26,S,19,Not Specified,Female,Beane,Mrs., Edward (Ethel Clarke)
548,1,2,0,0,SC/PARIS 2146,13.86250019,C,29.7,Not Specified,Male,Padro y Manent,Mr., Julian
549,0,3,1,1,363291,20.52499962,S,33,Not Specified,Male,Goldsmith,Mr., Frank John
550,1,2,1,1,C.A. 33112,36.75,S,8,Not Specified,Male,Davies,Master., John Morgan Jr
551,1,1,0,2,17421,110.8833008,C,17,C70,Male,Thayer,Mr., John Borland Jr
552,0,2,0,0,244358,26,S,27,Not Specified,Male,Sharp,Mr., Percival James R
